Date ,Time ,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Ozone (ppm),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm)
1/03/2012,6:00,173,0.5,65.3,0.5,0.003,0.004,0.004,0.008
1/03/2012,7:00,75,0.4,82.7,0.4,0.004,0.009,0.004,0.013
1/03/2012,8:00,29,1,30.6,0.4,0.01,0.005,0.003,0.008
1/03/2012,9:00,333,2.7,21.5,1.1,0.021,0.001,0.001,0.002
1/03/2012,10:00,319,3.3,19.1,1,0.026,0,0.001,0.001
1/03/2012,11:00,316,3,26.9,1,0.028,0,0,0
1/03/2012,12:00,338,2.8,25.5,0.9,0.025,0,0,0
1/03/2012,13:00,342,3.1,23.2,1,0.025,0.001,0.001,0.001
1/03/2012,14:00,330,2.7,26.4,1.1,0.024,0,0,0
1/03/2012,15:00,324,2.7,28,1.1,0.023,0,0,0
1/03/2012,16:00,310,2.5,18,0.8,0.023,0,0,0
1/03/2012,17:00,17,2,151.5,1,0.029,0,0.003,0.003
1/03/2012,18:00,45,2.7,11.5,0.7,0.026,0,0.005,0.005
1/03/2012,19:00,48,2.6,9.4,0.7,0.018,0,0.005,0.005
1/03/2012,20:00,49,2.3,11.2,0.5,0.013,0.001,0.007,0.008
1/03/2012,21:00,51,1.4,22.3,0.6,0.01,0.001,0.009,0.009
1/03/2012,22:00,181,1.4,17.3,0.4,0.009,0.001,0.009,0.01
1/03/2012,23:00,174,1.8,8.9,0.3,0.013,0,0.005,0.005
2/03/2012,0:00,190,1.2,26.2,0.3,,,,
2/03/2012,1:00,205,1.1,31.6,0.4,0.011,0,0.004,0.004
2/03/2012,2:00,154,1,22,0.3,0.004,0.004,0.01,0.014
2/03/2012,3:00,166,1,39.5,0.4,0.002,0.004,0.008,0.012
2/03/2012,4:00,186,0.7,36.9,0.3,0.006,0.001,0.004,0.005
2/03/2012,5:00,153,1.1,15.5,0.3,0.001,0.019,0.008,0.027
2/03/2012,6:00,189,0.9,39.8,0.3,0.002,0.018,0.006,0.024
2/03/2012,7:00,231,0.4,67.6,0.3,0.009,0.002,0.002,0.004
2/03/2012,8:00,328,1.2,50.5,0.7,0.017,0.001,0.002,0.003
2/03/2012,9:00,322,1.6,29.3,0.6,0.026,0.001,0.001,0.002
2/03/2012,10:00,315,1.7,34.2,0.9,0.027,0,0.001,0.001
2/03/2012,11:00,299,1.5,48.7,0.9,0.027,0,0.001,0.001
2/03/2012,12:00,323,1.4,47.2,0.8,0.031,0,0,0
2/03/2012,13:00,19,0.5,175.5,0.7,0.033,0,0,0
2/03/2012,14:00,86,1.1,49.2,0.7,0.034,0,0.002,0.002
2/03/2012,15:00,79,1.3,40.9,0.8,0.04,0,0.001,0.001
2/03/2012,16:00,62,1.1,65.9,1,0.038,0.001,0.002,0.002
2/03/2012,17:00,67,3.6,16.8,1.7,0.043,0,0.004,0.004
2/03/2012,18:00,75,4.8,14,1.4,0.043,0,0.004,0.004
2/03/2012,19:00,72,3.6,15.2,1.2,0.036,0,0.002,0.002
2/03/2012,20:00,73,2.8,12.2,0.8,0.028,0,0.003,0.003
2/03/2012,21:00,73,1.8,17.4,0.5,0.023,0.001,0.004,0.004
2/03/2012,22:00,65,1.3,16.8,0.5,0.023,0,0.003,0.003
2/03/2012,23:00,182,0.4,64.9,0.3,0.019,0,0.004,0.004
3/03/2012,0:00,229,1.1,13,0.3,,,,
3/03/2012,1:00,207,1.1,26.8,0.3,0.021,0,0.002,0.002
3/03/2012,2:00,185,0.7,61.7,0.5,0.018,0,0.002,0.002
3/03/2012,3:00,156,1.6,6.6,0.5,0.007,0.001,0.005,0.006
3/03/2012,4:00,163,1.2,56.4,0.7,0.01,0,0.002,0.002
3/03/2012,5:00,202,0.4,82.5,0.4,0.009,0,0.002,0.002
3/03/2012,6:00,145,1.4,29.7,0.3,0.01,0.002,0.002,0.004
3/03/2012,7:00,159,1.2,30.5,0.6,0.007,0.002,0.002,0.004
3/03/2012,8:00,132,0.9,41.5,0.6,0.01,0.002,0.002,0.003
3/03/2012,9:00,121,1.6,17.1,0.5,0.016,0.001,0.001,0.002
3/03/2012,10:00,118,2.8,18.7,1.4,0.017,0.001,0,0.001
3/03/2012,11:00,107,4.2,16,1,0.02,0.001,0.001,0.001
3/03/2012,12:00,87,4,14.7,1.1,0.021,0.001,0.001,0.001
3/03/2012,13:00,99,3,26.8,1,0.018,0.001,0.001,0.001
3/03/2012,14:00,158,3.7,11.3,0.9,0.017,0,0,0
3/03/2012,15:00,131,2.3,49.4,1.3,0.017,0,0.001,0.001
3/03/2012,16:00,118,2.5,20.8,0.9,0.017,0.001,0.001,0.001
3/03/2012,17:00,113,3.4,12,0.9,0.018,0.001,0.001,0.002
3/03/2012,18:00,113,2.7,14.8,1,0.016,0.001,0.001,0.002
3/03/2012,19:00,143,2.7,12.4,0.7,0.013,0.001,0.002,0.003
3/03/2012,20:00,148,2.9,9.8,0.6,0.014,0,0.001,0.001
3/03/2012,21:00,147,1.9,26.5,1,0.013,0,0.002,0.002
3/03/2012,22:00,158,2.5,8.2,0.5,0.011,0.001,0.001,0.002
3/03/2012,23:00,158,2.3,9.8,0.4,0.011,0,0.001,0.001
4/03/2012,0:00,178,1.7,14.2,0.5,,,,
4/03/2012,1:00,168,2,11.2,0.5,0.011,0,0.001,0.001
4/03/2012,2:00,171,2.2,11,0.6,0.01,0,0.001,0.001
4/03/2012,3:00,168,2,10.3,0.4,0.01,0,0,0
4/03/2012,4:00,169,2.1,11.6,0.5,0.01,0.001,0,0.001
4/03/2012,5:00,170,2.2,10,0.4,0.009,0,0.001,0.001
4/03/2012,6:00,172,2.1,12.3,0.6,0.009,0.001,0,0.001
4/03/2012,7:00,161,2.8,8.9,0.5,0.011,0.001,0.001,0.001
4/03/2012,8:00,126,2.4,20.1,0.6,0.015,0.001,0,0.001
4/03/2012,9:00,95,2.6,18.4,1,0.019,0.001,0,0.001
4/03/2012,10:00,92,2.9,23.2,0.9,0.02,0,0.001,0.001
4/03/2012,11:00,83,2.4,27.7,1.1,0.021,0.001,0.001,0.001
4/03/2012,12:00,100,2.7,23,0.8,0.021,0.001,0.001,0.001
4/03/2012,13:00,69,2.1,19,0.6,0.022,0.001,0.001,0.002
4/03/2012,14:00,84,2.6,19.1,1.2,0.021,0,0.001,0.001
4/03/2012,15:00,107,2.2,22.9,0.9,0.02,0.001,0.002,0.003
4/03/2012,16:00,94,3.5,13.9,0.9,0.018,0.001,0.001,0.002
4/03/2012,17:00,95,2.5,12.2,0.6,0.016,0.001,0.002,0.003
4/03/2012,18:00,80,2.3,11.1,0.8,0.016,0.001,0.002,0.003
4/03/2012,19:00,110,2.1,10.4,0.4,0.013,0.001,0.003,0.004
4/03/2012,20:00,131,1.9,8.9,0.4,0.012,0.002,0.003,0.004
4/03/2012,21:00,107,1.4,15.2,0.4,0.009,0.004,0.004,0.008
4/03/2012,22:00,134,1.1,37.2,0.4,0.009,0.002,0.004,0.006
4/03/2012,23:00,144,1.8,29.7,0.6,0.011,0.001,0.003,0.003
5/03/2012,0:00,112,1.8,15.1,0.6,,,,
5/03/2012,1:00,96,2.3,13.5,0.6,0.012,0.001,0.001,0.002
5/03/2012,2:00,159,1.7,17.2,0.5,0.011,0.001,0.001,0.002
5/03/2012,3:00,167,1.7,18.3,0.4,0.011,0,0.001,0.001
5/03/2012,4:00,163,2.8,9.9,0.7,0.009,0.001,0.001,0.002
5/03/2012,5:00,173,2.5,13.2,0.7,0.011,0,0.001,0.001
5/03/2012,6:00,171,2.8,12.2,0.7,0.011,0,0.001,0.001
5/03/2012,7:00,156,2.4,12.8,0.6,0.007,0.002,0.003,0.004
5/03/2012,8:00,160,3.1,10.9,0.7,0.01,0.002,0.001,0.002
5/03/2012,9:00,160,3,12.6,0.7,0.01,0.001,0.001,0.002
5/03/2012,10:00,141,2.8,15.9,0.7,0.012,0.002,0.001,0.002
5/03/2012,11:00,129,2.4,20.5,0.6,0.013,0.001,0.001,0.002
5/03/2012,12:00,129,2.2,17.9,0.5,0.014,0.001,0.001,0.002
5/03/2012,13:00,123,2.7,15.8,0.9,0.015,0.001,0.001,0.002
5/03/2012,14:00,120,2.2,21.9,0.7,0.016,0.002,0.002,0.003
5/03/2012,15:00,127,3.4,11.3,0.9,0.017,0.001,0.002,0.003
5/03/2012,16:00,109,2.6,23.5,0.7,0.016,0.001,0.002,0.003
5/03/2012,17:00,70,1.4,24.8,0.5,0.012,0.001,0.003,0.004
5/03/2012,18:00,55,1.3,13.8,0.4,0.011,0.001,0.003,0.004
5/03/2012,19:00,69,2,13.5,0.6,0.01,0.002,0.002,0.004
5/03/2012,20:00,66,1.6,14.3,0.5,0.01,0.001,0.002,0.003
5/03/2012,21:00,95,0.9,30.1,0.3,0.008,0.002,0.002,0.004
5/03/2012,22:00,144,0.9,11.2,0.3,0.003,0.006,0.007,0.012
5/03/2012,23:00,164,1.2,18.2,0.4,0.004,0.002,0.005,0.007
6/03/2012,0:00,163,1.1,21.9,0.3,,,,
6/03/2012,1:00,159,1.2,13,0.3,0.004,0.001,0.003,0.004
6/03/2012,2:00,160,2.6,17.2,1.4,0.008,0,0.001,0.001
6/03/2012,3:00,143,4.2,8.4,1,0.015,0.001,0,0.001
6/03/2012,4:00,152,4.1,10.5,1.2,0.016,0.001,0.001,0.002
6/03/2012,5:00,155,4,7.1,0.8,0.016,0.001,0.001,0.002
6/03/2012,6:00,165,4.7,9,1.1,0.019,0.001,0.001,0.002
6/03/2012,7:00,158,5.8,9.5,1.3,0.021,0.001,0,0.001
6/03/2012,8:00,156,7.8,8.9,1.7,0.023,0.001,0,0.001
6/03/2012,9:00,154,7.6,8.3,1.6,0.023,0.001,0,0.001
6/03/2012,10:00,152,7.9,9.8,1.6,0.023,0.001,0.001,0.001
6/03/2012,11:00,152,7,10.1,1.6,0.023,0.001,0,0.001
6/03/2012,12:00,153,7.5,8.7,1.7,0.022,0.001,0,0.001
6/03/2012,13:00,158,7,8.6,1.5,0.021,0.001,0,0.001
6/03/2012,14:00,151,5.3,10.4,1.2,0.02,0.001,0.001,0.001
6/03/2012,15:00,149,5.9,8.7,1.4,0.019,0.001,0.001,0.002
6/03/2012,16:00,151,6.9,9.3,1.5,0.018,0.001,0,0.001
6/03/2012,17:00,156,5.1,9.1,1.4,0.016,0.001,0,0.001
6/03/2012,18:00,150,3,30.5,1.5,0.015,0.001,0.001,0.002
6/03/2012,19:00,139,2.1,30.9,0.7,0.013,0.001,0.002,0.003
6/03/2012,20:00,172,2.5,19.9,0.8,0.013,0,0.001,0.001
6/03/2012,21:00,146,2,17.5,0.5,0.012,0.001,0.001,0.002
6/03/2012,22:00,165,2.1,15.7,0.6,0.013,0.001,0.002,0.002
6/03/2012,23:00,170,1.3,23.6,0.3,0.012,0.001,0.001,0.001
7/03/2012,0:00,189,1.2,22.6,0.4,,,,
7/03/2012,1:00,181,2,14.4,0.6,0.015,0,0,0
7/03/2012,2:00,161,3.1,11.5,0.8,0.014,0,0.001,0.001
7/03/2012,3:00,163,3.4,9.8,0.8,0.014,0,0.001,0.001
7/03/2012,4:00,169,3.1,11,0.8,0.014,0,0.001,0.001
7/03/2012,5:00,163,3.1,10.7,0.8,0.012,0.001,0.002,0.003
7/03/2012,6:00,158,2.5,9.2,0.6,0.011,0.002,0.002,0.004
7/03/2012,7:00,151,4.5,11,1.4,0.015,0.002,0.001,0.002
7/03/2012,8:00,149,5.9,8.6,1.3,0.016,0.002,0,0.002
7/03/2012,9:00,154,5.1,11.5,1.2,0.017,0.001,0,0.001
7/03/2012,10:00,149,4.7,14.9,1.3,0.017,0.001,0,0.001
7/03/2012,11:00,149,4.1,16.9,1.3,0.017,0.001,0,0.001
7/03/2012,12:00,148,4,18.4,1.3,0.019,0.001,0,0.001
7/03/2012,13:00,146,4,16.4,1.2,0.019,0.001,0,0.001
7/03/2012,14:00,140,3.2,15.5,1.3,0.018,0.002,0.001,0.002
7/03/2012,15:00,128,2.8,20,0.9,0.018,0.001,0.001,0.002
7/03/2012,16:00,114,2,18.8,1,0.015,0.003,0.003,0.005
7/03/2012,17:00,132,2.7,14,0.7,0.014,0.003,0.004,0.006
7/03/2012,18:00,146,2.8,7.1,0.6,0.015,0.001,0.004,0.005
7/03/2012,19:00,145,2.5,8.2,0.5,0.015,0.002,0.003,0.005
7/03/2012,20:00,157,3.4,7.8,0.6,0.015,0.001,0.004,0.005
7/03/2012,21:00,158,3.5,9.8,0.8,0.017,0.001,0.002,0.003
7/03/2012,22:00,159,2.6,12.8,1.1,0.016,0.001,0.002,0.003
7/03/2012,23:00,181,1.9,16,0.5,0.018,0,0.001,0.001
8/03/2012,0:00,170,2.2,14.9,0.5,,,,
8/03/2012,1:00,173,1.9,12.8,0.6,0.018,0,0.001,0.001
8/03/2012,2:00,165,1.7,16.8,0.5,0.018,0,0.001,0.001
8/03/2012,3:00,199,1.6,20.1,0.3,0.016,0,0,0
8/03/2012,4:00,162,1.3,21,0.4,0.012,0.007,0.005,0.011
8/03/2012,5:00,224,1.1,32,0.5,0.01,0.002,0.003,0.004
8/03/2012,6:00,211,1,41.6,0.5,0.012,0.001,0,0.001
8/03/2012,7:00,154,1,31.7,0.4,0.014,0.002,0.002,0.004
8/03/2012,8:00,223,1.2,33.7,0.5,0.019,0.001,0,0.001
8/03/2012,9:00,266,1,45.5,0.6,0.021,0.001,0,0.001
8/03/2012,10:00,335,0.7,73.7,0.7,0.022,0.001,0,0.001
8/03/2012,11:00,305,0.7,69,0.7,0.024,0,0,0
8/03/2012,12:00,304,0.9,82.3,1,0.025,0,0,0
8/03/2012,13:00,3,1.7,174.2,0.8,0.029,0.001,0.001,0.001
8/03/2012,14:00,337,1.9,43.8,0.9,0.03,0.001,0.001,0.001
8/03/2012,15:00,336,1.7,36.9,0.9,0.031,0.001,0.001,0.001
8/03/2012,16:00,8,2.2,22.4,0.7,0.03,0.002,0.004,0.006
8/03/2012,17:00,34,1.6,15.9,0.9,0.026,0.001,0.005,0.006
8/03/2012,18:00,40,3.2,11.7,0.9,0.026,0.001,0.01,0.011
8/03/2012,19:00,44,2.2,13.3,0.6,0.019,0.001,0.008,0.008
8/03/2012,20:00,105,1.1,51.3,0.5,0.015,0.001,0.008,0.009
8/03/2012,21:00,175,1.8,14,0.4,0.017,0,0.003,0.003
8/03/2012,22:00,184,1.9,11.2,0.5,0.018,0,0.002,0.002
8/03/2012,23:00,162,1.6,7.5,0.4,0.014,0,0.005,0.005
9/03/2012,0:00,185,1.4,24.4,0.2,,,,
9/03/2012,1:00,185,1.5,16.6,0.5,0.015,0,0.001,0.001
9/03/2012,2:00,215,0.6,71.4,0.5,0.01,0.001,0.002,0.003
9/03/2012,3:00,214,0.5,52.5,0.4,0.011,0,0.001,0.001
9/03/2012,4:00,174,0.7,52.8,0.5,0.007,0.002,0.004,0.005
9/03/2012,5:00,173,1.9,10,0.6,0.008,0,0.002,0.002
9/03/2012,6:00,150,1,34.5,0.6,0.005,0.007,0.004,0.011
9/03/2012,7:00,189,0.4,73.8,0.4,0.009,0.004,0.003,0.006
9/03/2012,8:00,343,1.3,29.9,0.5,0.012,0.003,0.002,0.005
9/03/2012,9:00,347,1.6,28,0.6,0.019,0.004,0.003,0.007
9/03/2012,10:00,313,0.9,69.3,0.6,0.028,0.001,0.001,0.002
9/03/2012,11:00,19,0.4,105.1,0.7,0.029,0.001,0.001,0.002
9/03/2012,12:00,355,0.9,161,0.8,0.029,0.001,0.001,0.002
9/03/2012,13:00,259,2.5,27.1,1,0.026,0,0.001,0.001
9/03/2012,14:00,242,2,32.7,0.9,0.025,0,0,0
9/03/2012,15:00,231,1.1,56.2,1,0.024,0,0,0
9/03/2012,16:00,250,1.7,23.3,0.9,0.024,0,0,0
9/03/2012,17:00,208,2.2,26.2,1.1,0.022,0.001,0.001,0.001
9/03/2012,18:00,223,3.6,5.4,0.5,0.022,0.001,0,0.001
9/03/2012,19:00,221,3.2,7.9,0.6,0.021,0,0.001,0.001
9/03/2012,20:00,103,1.5,46.2,0.5,0.016,0.002,0.004,0.006
9/03/2012,21:00,96,1,37.6,0.4,0.021,0.001,0.004,0.004
9/03/2012,22:00,211,0.9,47.5,0.6,0.021,0.001,0.002,0.002
9/03/2012,23:00,224,2.1,5.3,0.4,0.019,0.001,0.002,0.002
10/03/2012,0:00,212,1.6,45.3,0.7,,,,
10/03/2012,1:00,137,1.6,24.3,0.7,0.012,0.001,0.004,0.005
10/03/2012,2:00,201,0.9,37.8,0.6,0.013,0.001,0.003,0.003
10/03/2012,3:00,114,0.4,63.6,0.2,0.01,0.001,0.006,0.006
10/03/2012,4:00,270,0.7,40.4,0.4,0.008,0,0.004,0.004
10/03/2012,5:00,255,0.7,31,0.3,0.013,0,0.002,0.002
10/03/2012,6:00,242,0.2,76.2,0.2,0.009,0.004,0.004,0.007
10/03/2012,7:00,105,0.7,29.6,0.3,0.009,0.005,0.004,0.008
10/03/2012,8:00,355,0.5,164,0.4,0.016,0.002,0.002,0.004
10/03/2012,9:00,3,0.7,173.5,0.5,0.024,0.001,0.001,0.001
10/03/2012,10:00,109,1,49.3,0.7,0.025,0,0.001,0.001
10/03/2012,11:00,91,1.1,55.1,0.7,0.025,0,0,0
10/03/2012,12:00,12,1.1,158.1,0.8,0.026,0,0,0
10/03/2012,13:00,95,0.8,82.5,0.9,0.026,0,0,0
10/03/2012,14:00,80,0.9,68.4,0.8,0.027,0,0,0
10/03/2012,15:00,134,0.8,57,0.6,0.026,0,0,0
10/03/2012,16:00,67,1.1,37.5,0.6,0.025,0,0.001,0.001
10/03/2012,17:00,76,1.6,15.3,0.9,0.021,0.001,0.004,0.005
10/03/2012,18:00,61,3,14.2,0.9,0.036,0,0.002,0.002
10/03/2012,19:00,73,2.9,10.9,0.7,0.032,0,0.002,0.002
10/03/2012,20:00,87,2.1,20.8,0.9,0.031,0,0.002,0.002
10/03/2012,21:00,137,0.8,30.9,0.3,0.027,0,0.003,0.003
10/03/2012,22:00,205,1.2,17.4,0.3,0.027,0,0.002,0.002
10/03/2012,23:00,170,1.3,18.4,0.5,0.027,0,0.001,0.001
11/03/2012,0:00,190,1.7,12.9,0.4,,,,
11/03/2012,1:00,183,2.1,13.2,0.6,0.023,0,0.001,0.001
11/03/2012,2:00,171,2,16.6,0.6,0.02,0,0.001,0.001
11/03/2012,3:00,176,2.1,11.5,0.5,0.017,0,0.001,0.001
11/03/2012,4:00,162,1.8,15.4,0.3,0.013,0,0.003,0.003
11/03/2012,5:00,185,1.7,14.4,0.4,0.016,0,0.001,0.001
11/03/2012,6:00,158,1,42.6,0.6,0.012,0.002,0.004,0.006
11/03/2012,7:00,163,2,16.6,0.5,0.017,0.001,0.001,0.002
11/03/2012,8:00,157,2.6,11.9,0.8,0.019,0,0.001,0.001
11/03/2012,9:00,132,1.9,30.8,0.7,0.022,0,0,0
11/03/2012,10:00,104,2.4,22.9,0.9,0.024,0,0,0
11/03/2012,11:00,111,1,69.1,0.9,0.024,0,0,0
11/03/2012,12:00,102,1.3,60.3,0.8,0.024,0,0,0
11/03/2012,13:00,56,2.3,30.6,1.1,0.025,0,0,0
11/03/2012,14:00,54,3.1,25.5,0.9,0.031,0,0.001,0.001
11/03/2012,15:00,48,3.2,24.9,1.3,0.031,0,0.001,0.001
11/03/2012,16:00,67,4.1,16.9,1.4,0.027,0.001,0.001,0.001
11/03/2012,17:00,49,3,13.5,0.9,0.028,0,0.002,0.002
11/03/2012,18:00,52,2.3,13.5,0.7,0.026,0,0.002,0.002
11/03/2012,19:00,48,1.6,25.8,0.8,0.023,0,0.002,0.002
11/03/2012,20:00,60,1.5,15.8,0.5,0.021,0,0.003,0.003
11/03/2012,21:00,94,1,25,0.3,0.015,0.001,0.006,0.007
11/03/2012,22:00,144,1.2,12,0.3,0.01,0.003,0.01,0.013
11/03/2012,23:00,177,1.5,11.5,0.4,0.02,0,0.002,0.002
12/03/2012,0:00,179,1.5,14.5,0.4,,,,
12/03/2012,1:00,171,1.5,9,0.3,0.016,0,0.002,0.002
12/03/2012,2:00,177,1.4,12,0.3,0.016,0,0.001,0.001
12/03/2012,3:00,169,1.7,12.7,0.4,0.013,0,0.003,0.003
12/03/2012,4:00,163,1.7,15.8,0.4,0.012,0.002,0.004,0.006
12/03/2012,5:00,167,2,10.7,0.4,0.012,0.001,0.004,0.004
12/03/2012,6:00,162,1.5,18.7,0.4,0.012,0.002,0.003,0.004
12/03/2012,7:00,167,2.1,17.9,0.7,0.016,0.001,0.001,0.002
12/03/2012,8:00,150,2.6,17.6,0.7,0.019,0.001,0,0.001
12/03/2012,9:00,130,2.1,21.2,0.7,0.021,0.001,0.001,0.001
12/03/2012,10:00,115,2.3,27.6,0.9,0.022,0.001,0.001,0.002
12/03/2012,11:00,108,3.9,18.8,1.2,0.022,0.001,0.001,0.002
12/03/2012,12:00,118,4.1,17.5,1.2,0.022,0.001,0,0.001
12/03/2012,13:00,100,3,29.3,1.1,0.022,0,0.001,0.001
12/03/2012,14:00,101,3.7,19.2,1.3,0.023,0.001,0.001,0.002
12/03/2012,15:00,79,4,16.4,1.3,0.027,0.001,0.002,0.002
12/03/2012,16:00,81,4.9,14.6,1.3,0.026,0.002,0.001,0.003
12/03/2012,17:00,80,3.7,13.9,1.1,0.023,0.001,0.002,0.003
12/03/2012,18:00,94,3,10.5,0.7,0.02,0.002,0.003,0.004
12/03/2012,19:00,95,2.1,11,0.5,0.017,0.001,0.003,0.004
12/03/2012,20:00,120,2.5,13.7,0.8,0.017,0.001,0.002,0.003
12/03/2012,21:00,142,2.8,7.3,0.5,0.015,0.002,0.004,0.005
12/03/2012,22:00,168,1.9,15.7,0.5,0.013,0.001,0.004,0.005
12/03/2012,23:00,189,2.1,12.3,0.5,0.016,0,0.001,0.001
13/03/2012,0:00,156,1.9,13,0.4,,,,
13/03/2012,1:00,171,2.2,8.9,0.4,0.014,0,0.001,0.001
13/03/2012,2:00,176,2.1,13,0.5,0.014,0,0,0
13/03/2012,3:00,171,2.8,10.3,0.7,0.014,0,0.001,0.001
13/03/2012,4:00,178,2.4,12.2,0.6,0.014,0,0,0
13/03/2012,5:00,177,2.5,12,0.7,0.014,0,0.001,0.001
13/03/2012,6:00,172,2.9,12.1,0.8,0.013,0.001,0.001,0.002
13/03/2012,7:00,165,3.6,9.6,0.8,0.014,0.002,0.001,0.003
13/03/2012,8:00,158,3.5,14.5,0.8,0.017,0,0,0
13/03/2012,9:00,114,3.7,21.5,1.1,0.019,0.001,0,0.001
13/03/2012,10:00,112,3.5,19.6,1.1,0.021,0.001,0.001,0.002
13/03/2012,11:00,116,3.8,21.7,1.1,0.025,0.001,0.001,0.002
13/03/2012,12:00,85,3.6,22.1,1.2,0.028,0.001,0.001,0.002
13/03/2012,13:00,92,4.1,17.7,1.3,0.026,0.001,0.001,0.002
13/03/2012,14:00,96,4.3,18.1,1.2,0.025,0.001,0.001,0.002
13/03/2012,15:00,88,3.9,16,1,0.026,0.001,0.001,0.002
13/03/2012,16:00,78,3.8,15.2,1.2,0.026,0.001,0.002,0.003
13/03/2012,17:00,80,3.8,13,1.1,0.024,0.001,0.002,0.003
13/03/2012,18:00,93,2.8,13.8,0.9,0.018,0.002,0.003,0.005
13/03/2012,19:00,117,1.1,31.7,0.5,0.015,0.001,0.005,0.005
13/03/2012,20:00,144,1.9,17.8,0.5,0.015,0.001,0.005,0.006
13/03/2012,21:00,149,2.1,9.1,0.5,0.015,0.001,0.003,0.003
13/03/2012,22:00,142,1.6,15.6,0.5,0.013,0.001,0.004,0.005
13/03/2012,23:00,148,2.4,13,0.7,0.015,0,0.003,0.003
14/03/2012,0:00,180,1.8,18.2,0.4,,,,
14/03/2012,1:00,179,2,14.1,0.5,0.012,0,0.002,0.002
14/03/2012,2:00,178,2.3,14.6,0.7,0.014,0,0,0
14/03/2012,3:00,173,2.3,13.6,0.6,0.014,0,0,0
14/03/2012,4:00,175,2.2,20.5,0.6,0.013,0.001,0.001,0.002
14/03/2012,5:00,178,2.4,13.2,0.7,0.014,0,0,0
14/03/2012,6:00,171,2.7,13,0.8,0.013,0.001,0.002,0.003
14/03/2012,7:00,162,3.1,11.6,0.9,0.012,0.001,0.002,0.002
14/03/2012,8:00,141,2.6,21.2,1,0.014,0.001,0.001,0.002
14/03/2012,9:00,149,2.2,18,0.6,0.016,0.001,0.001,0.001
14/03/2012,10:00,145,2.7,14.1,0.8,0.016,0.001,0.001,0.001
14/03/2012,11:00,133,1.9,32.9,0.8,0.017,0.001,0,0.001
14/03/2012,12:00,118,0.8,67.5,0.7,0.017,0,0.002,0.002
14/03/2012,13:00,119,2,26.3,0.8,0.018,0.001,0.002,0.002
14/03/2012,14:00,126,2.2,16.3,0.7,0.019,0.001,0.002,0.003
14/03/2012,15:00,129,2.8,14.6,0.8,0.02,0.001,0.001,0.002
14/03/2012,16:00,134,3.5,19.4,0.7,0.02,0.001,0.001,0.002
14/03/2012,17:00,147,2.7,7.8,0.6,0.015,0.001,0.002,0.003
14/03/2012,18:00,142,1.7,12.8,0.4,0.011,0.002,0.005,0.007
14/03/2012,19:00,169,1.8,14.2,0.5,0.011,0,0.004,0.004
14/03/2012,20:00,175,2,13.8,0.6,0.011,0,0.002,0.002
14/03/2012,21:00,169,2.5,11.2,0.7,0.008,0.001,0.003,0.004
14/03/2012,22:00,166,1.5,19.4,0.4,0.008,0.001,0.003,0.003
14/03/2012,23:00,182,1.9,12.7,0.4,0.01,0,0.001,0.001
15/03/2012,0:00,163,2.5,10.3,0.7,,,,
15/03/2012,1:00,177,2.2,14.5,0.6,0.008,0,0.002,0.002
15/03/2012,2:00,177,2.3,12.7,0.7,0.007,0,0.001,0.001
15/03/2012,3:00,180,2,14.4,0.5,0.008,0,0.001,0.001
15/03/2012,4:00,159,1.8,13.3,0.4,0.005,0.003,0.003,0.006
15/03/2012,5:00,170,2,13.2,0.6,0.006,0.001,0.002,0.002
15/03/2012,6:00,174,1.9,16,0.6,0.007,0.001,0.002,0.002
15/03/2012,7:00,174,2.2,15.9,0.7,0.009,0.003,0.001,0.004
15/03/2012,8:00,156,3.1,15,0.7,0.012,0.001,0,0.001
15/03/2012,9:00,122,2.3,25.2,0.8,0.015,0.001,0,0.001
15/03/2012,10:00,103,1.8,36.6,0.9,0.017,0.001,0.001,0.001
15/03/2012,11:00,99,3.2,26.4,1.9,0.018,0.001,0.001,0.001
15/03/2012,12:00,87,3.9,19.2,1.1,0.023,0,0.001,0.001
15/03/2012,13:00,74,4.1,19,1.3,0.022,0,0.001,0.001
15/03/2012,14:00,68,4.1,18.6,1.4,0.02,0.001,0.001,0.001
15/03/2012,15:00,53,4.5,14.7,1.5,0.02,0,0.001,0.001
15/03/2012,16:00,66,3.1,16.7,0.9,0.017,0.001,0,0.001
15/03/2012,17:00,82,3,15.3,0.9,0.015,0.001,0.002,0.003
15/03/2012,18:00,38,1,55.6,1,0.009,0.001,0.005,0.006
15/03/2012,19:00,166,1.7,17.8,0.7,0.01,0,0.003,0.003
15/03/2012,20:00,171,2.1,13.2,0.5,0.012,0,0.001,0.001
15/03/2012,21:00,180,1.9,15.4,0.6,0.01,0,0.002,0.002
15/03/2012,22:00,182,2,13.2,0.6,0.01,0,0.001,0.001
15/03/2012,23:00,179,1.9,13.5,0.5,0.009,0,0.001,0.001
16/03/2012,0:00,172,2.4,10.6,0.6,,,,
16/03/2012,1:00,168,2.9,9.6,0.6,0.008,0,0.002,0.002
16/03/2012,2:00,163,2.4,10,0.4,0.006,0.001,0.002,0.003
16/03/2012,3:00,173,2.1,13.3,0.6,0.01,0,0.001,0.001
