Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),PM10 (ug/m^3)
27/04/2010,06:00,135,3.8,10.7,0.8,22.5
27/04/2010,07:00,132,3.3,14.4,0.9,27.6
27/04/2010,08:00,123,3.5,19.1,1.0,31.2
27/04/2010,09:00,113,4.0,17.8,1.1,34.6
27/04/2010,10:00,92,4.6,15.4,1.3,27.3
27/04/2010,11:00,88,4.9,12.7,1.1,25.3
27/04/2010,12:00,79,4.2,12.6,0.9,24.6
27/04/2010,13:00,69,4.1,15.9,0.8,
27/04/2010,14:00,80,4.4,11.3,0.9,
27/04/2010,15:00,86,4.8,12.5,1.0,28.9
27/04/2010,16:00,92,5.3,10.9,1.4,28.6
27/04/2010,17:00,94,5.9,12.1,1.4,26.6
27/04/2010,18:00,98,5.5,13.4,1.4,27.3
27/04/2010,19:00,108,3.8,16.5,1.1,31.9
27/04/2010,20:00,109,3.5,18.2,1.1,31.2
27/04/2010,21:00,112,3.2,20.8,1.1,29.3
27/04/2010,22:00,116,2.8,23.7,1.2,24.6
27/04/2010,23:00,110,2.5,21.7,0.9,22.5
28/04/2010,00:00,112,2.8,21.7,0.9,23.4
28/04/2010,01:00,130,2.5,21.6,1.0,24.3
28/04/2010,02:00,134,2.5,17.2,0.8,24.4
28/04/2010,03:00,140,2.5,17.5,0.7,24.4
28/04/2010,04:00,142,1.8,19.2,0.7,37.5
28/04/2010,05:00,148,1.8,16.5,0.5,28.0
28/04/2010,06:00,140,2.5,17.3,0.9,29.2
28/04/2010,07:00,153,1.8,22.5,0.8,37.8
28/04/2010,08:00,126,3.4,19.6,1.0,26.1
28/04/2010,09:00,111,3.4,20.9,1.1,24.3
28/04/2010,10:00,119,3.0,22.2,1.0,21.7
28/04/2010,11:00,116,2.9,22.2,0.9,21.6
28/04/2010,12:00,127,2.9,22.7,1.1,21.7
28/04/2010,13:00,125,3.0,22.7,0.9,19.3
28/04/2010,14:00,118,2.7,23.1,0.9,23.5
28/04/2010,15:00,131,2.6,21.3,0.8,24.4
28/04/2010,16:00,144,2.5,17.1,0.7,21.8
28/04/2010,17:00,148,1.6,21.4,0.5,20.7
28/04/2010,18:00,170,1.0,23.6,0.4,22.4
28/04/2010,19:00,179,1.1,23.4,0.5,22.8
28/04/2010,20:00,156,1.1,22.1,0.3,26.9
28/04/2010,21:00,173,1.2,23.7,0.3,25.7
28/04/2010,22:00,192,1.3,19.3,0.5,20.7
28/04/2010,23:00,203,1.7,9.0,0.3,30.5
29/04/2010,00:00,170,1.7,23.2,0.4,21.2
29/04/2010,01:00,143,1.4,30.7,0.5,17.1
29/04/2010,02:00,181,1.4,26.8,0.7,17.7
29/04/2010,03:00,145,0.9,48.8,0.5,13.2
29/04/2010,04:00,171,1.2,36.3,0.4,19.0
29/04/2010,05:00,183,1.5,22.3,0.6,26.4
29/04/2010,06:00,151,1.3,43.5,0.4,19.1
29/04/2010,07:00,171,1.7,20.1,0.5,35.1
29/04/2010,08:00,151,1.1,46.8,0.6,28.1
29/04/2010,09:00,134,2.5,23.2,0.9,17.5
29/04/2010,10:00,129,3.0,22.7,1.0,15.4
29/04/2010,11:00,116,3.2,25.0,1.2,13.2
29/04/2010,12:00,84,4.2,16.8,1.1,18.2
29/04/2010,13:00,76,4.7,10.7,0.8,23.9
29/04/2010,14:00,75,4.6,11.1,0.8,16.2
29/04/2010,15:00,83,5.2,8.4,1.0,14.9
29/04/2010,16:00,68,3.5,12.6,0.8,32.1
29/04/2010,17:00,71,3.7,9.0,0.7,40.8
29/04/2010,18:00,84,3.9,10.1,0.6,21.7
29/04/2010,19:00,97,3.2,14.4,1.1,17.1
29/04/2010,20:00,102,2.2,16.5,0.8,12.7
29/04/2010,21:00,124,2.2,24.6,0.8,16.1
29/04/2010,22:00,151,1.6,40.7,0.8,13.9
29/04/2010,23:00,173,2.4,22.3,0.8,7.3
30/04/2010,00:00,173,1.8,20.4,0.8,9.5
30/04/2010,01:00,164,2.1,17.7,0.7,10.0
30/04/2010,02:00,195,1.8,16.1,0.4,10.6
30/04/2010,03:00,175,1.8,20.1,0.5,10.1
30/04/2010,04:00,159,2.5,15.4,0.8,15.5
30/04/2010,05:00,174,1.7,24.6,0.7,13.9
30/04/2010,06:00,189,1.6,21.3,0.6,15.6
30/04/2010,07:00,178,2.2,21.0,0.8,37.5
30/04/2010,08:00,156,3.1,19.3,1.1,38.7
30/04/2010,09:00,151,3.0,19.0,0.9,37.0
30/04/2010,10:00,119,3.3,23.2,1.2,19.2
30/04/2010,11:00,130,3.5,21.0,1.1,21.4
30/04/2010,12:00,99,4.0,25.8,1.3,20.2
30/04/2010,13:00,85,5.9,8.4,1.1,15.8
30/04/2010,14:00,86,6.5,8.3,1.1,15.3
30/04/2010,15:00,84,6.6,7.8,1.2,14.3
30/04/2010,16:00,88,5.6,8.6,1.1,12.7
30/04/2010,17:00,92,5.5,10.6,1.2,21.5
30/04/2010,18:00,98,3.7,15.4,1.1,22.1
30/04/2010,19:00,97,4.0,13.9,1.1,20.5
30/04/2010,20:00,124,2.8,22.9,0.9,37.5
30/04/2010,21:00,135,3.2,12.3,0.8,30.9
30/04/2010,22:00,133,2.7,19.8,0.9,16.8
30/04/2010,23:00,134,3.2,13.3,0.9,9.9
01/05/2010,00:00,145,3.1,12.8,0.8,12.2
01/05/2010,01:00,141,2.8,18.2,0.8,11.8
01/05/2010,02:00,163,1.8,21.8,0.7,9.1
01/05/2010,03:00,178,1.4,19.8,0.5,11.5
01/05/2010,04:00,189,1.6,16.7,0.4,13.7
01/05/2010,05:00,190,1.6,14.4,0.4,13.6
01/05/2010,06:00,180,1.7,18.4,0.5,17.5
01/05/2010,07:00,171,1.7,21.1,0.6,50.3
01/05/2010,08:00,144,3.8,15.2,1.3,179.8
01/05/2010,09:00,132,4.6,17.7,1.3,22.6
01/05/2010,10:00,127,4.4,20.7,1.3,17.0
01/05/2010,11:00,113,3.5,22.3,1.2,15.9
01/05/2010,12:00,86,5.9,14.6,1.7,14.3
01/05/2010,13:00,83,7.2,7.0,1.1,13.9
01/05/2010,14:00,80,6.5,7.7,0.9,16.1
01/05/2010,15:00,85,6.3,8.1,1.0,17.6
01/05/2010,16:00,88,6.3,7.9,1.1,21.1
01/05/2010,17:00,88,6.1,8.6,1.1,20.9
01/05/2010,18:00,92,4.5,12.3,1.3,21.4
01/05/2010,19:00,124,2.6,25.5,0.9,20.2
01/05/2010,20:00,139,2.8,12.9,0.7,28.2
01/05/2010,21:00,134,3.9,14.0,1.1,18.1
01/05/2010,22:00,137,3.6,10.9,1.0,21.2
01/05/2010,23:00,157,2.6,12.6,0.8,19.6
02/05/2010,00:00,161,2.1,18.0,0.8,16.6
02/05/2010,01:00,173,1.7,23.5,0.7,15.6
02/05/2010,02:00,189,2.0,17.4,0.6,12.4
02/05/2010,03:00,192,2.3,15.5,0.6,12.6
02/05/2010,04:00,195,2.7,9.8,0.5,11.2
02/05/2010,05:00,194,2.5,12.9,0.6,11.8
02/05/2010,06:00,187,2.0,20.4,0.7,12.8
02/05/2010,07:00,187,2.1,19.4,0.7,16.5
02/05/2010,08:00,178,2.5,24.2,1.0,19.9
02/05/2010,09:00,147,3.9,15.0,1.1,27.0
02/05/2010,10:00,123,4.3,23.5,1.4,30.8
02/05/2010,11:00,121,3.5,23.4,1.2,30.2
02/05/2010,12:00,95,5.2,17.1,1.7,31.2
02/05/2010,13:00,88,7.2,8.0,1.3,28.0
02/05/2010,14:00,84,7.9,7.3,1.4,24.0
02/05/2010,15:00,86,7.4,8.3,1.4,31.4
02/05/2010,16:00,85,7.6,7.8,1.4,33.4
02/05/2010,17:00,91,6.9,9.6,1.4,37.5
02/05/2010,18:00,97,4.6,13.4,1.5,37.9
02/05/2010,19:00,108,3.4,18.2,1.1,40.8
02/05/2010,20:00,133,3.2,17.1,0.9,44.0
02/05/2010,21:00,134,3.4,17.1,1.0,26.3
02/05/2010,22:00,136,3.9,12.3,1.0,26.2
02/05/2010,23:00,146,3.1,19.3,1.2,23.1
03/05/2010,00:00,161,2.2,14.7,0.7,17.9
03/05/2010,01:00,170,2.0,22.7,0.7,19.0
03/05/2010,02:00,178,1.6,23.1,0.6,15.2
03/05/2010,03:00,190,2.1,18.7,0.7,15.1
03/05/2010,04:00,198,2.8,8.8,0.6,16.4
03/05/2010,05:00,176,1.7,23.7,0.7,18.9
03/05/2010,06:00,159,2.1,16.9,0.7,20.5
03/05/2010,07:00,161,2.2,21.8,1.0,21.8
03/05/2010,08:00,155,3.3,14.3,1.0,72.2
03/05/2010,09:00,135,3.8,22.7,1.2,25.4
03/05/2010,10:00,108,4.3,20.8,1.6,21.9
03/05/2010,11:00,110,4.2,21.3,1.3,23.4
03/05/2010,12:00,93,6.7,11.4,1.7,33.8
03/05/2010,13:00,89,7.5,7.4,1.3,32.0
03/05/2010,14:00,88,7.5,7.2,1.3,28.9
03/05/2010,15:00,89,6.6,9.0,1.4,29.6
03/05/2010,16:00,90,6.2,9.5,1.3,25.7
03/05/2010,17:00,91,6.7,9.5,1.3,24.6
03/05/2010,18:00,94,5.7,10.3,1.3,33.7
03/05/2010,19:00,97,4.8,14.1,1.4,30.3
03/05/2010,20:00,106,4.1,21.6,1.4,28.4
03/05/2010,21:00,113,2.7,23.1,1.0,22.8
03/05/2010,22:00,120,3.0,22.8,1.0,19.7
03/05/2010,23:00,134,3.4,16.2,1.0,23.4
04/05/2010,00:00,137,3.7,14.0,0.9,21.9
04/05/2010,01:00,137,3.8,12.5,0.9,23.2
04/05/2010,02:00,135,3.3,16.0,1.0,20.5
04/05/2010,03:00,120,2.9,23.2,1.0,21.0
04/05/2010,04:00,129,3.2,20.5,1.2,19.7
04/05/2010,05:00,151,2.9,18.6,1.0,21.7
04/05/2010,06:00,172,2.1,26.3,0.9,18.8
04/05/2010,07:00,155,3.3,10.9,0.9,24.8
04/05/2010,08:00,141,3.2,19.1,0.9,33.9
04/05/2010,09:00,116,3.5,21.9,1.1,26.9
04/05/2010,10:00,101,3.8,19.8,1.1,20.1
04/05/2010,11:00,91,4.3,14.9,1.2,18.5
04/05/2010,12:00,76,5.3,9.4,0.8,22.3
04/05/2010,13:00,70,5.2,11.7,0.9,26.7
04/05/2010,14:00,60,5.6,8.5,1.0,
04/05/2010,15:00,64,4.7,8.1,0.7,13.3
04/05/2010,16:00,70,3.7,10.8,0.6,26.6
04/05/2010,17:00,78,3.0,15.0,0.5,28.0
04/05/2010,18:00,95,3.9,8.2,0.7,35.7
04/05/2010,19:00,95,3.3,10.7,0.9,46.8
04/05/2010,20:00,97,3.0,10.4,0.8,38.5
04/05/2010,21:00,140,1.6,23.1,0.5,21.0
04/05/2010,22:00,157,1.2,17.1,0.4,22.5
04/05/2010,23:00,180,1.3,20.0,0.4,28.2
05/05/2010,00:00,171,1.2,21.7,0.4,22.5
05/05/2010,01:00,115,2.6,19.8,0.9,26.6
05/05/2010,02:00,126,2.5,19.7,0.9,19.5
05/05/2010,03:00,137,2.8,21.5,1.2,16.6
05/05/2010,04:00,190,1.6,16.2,0.5,13.6
05/05/2010,05:00,188,1.9,12.9,0.5,25.6
05/05/2010,06:00,187,2.0,13.7,0.5,23.8
05/05/2010,07:00,182,1.6,22.5,0.6,31.1
05/05/2010,08:00,150,1.8,23.5,0.6,29.7
05/05/2010,09:00,128,1.8,28.1,0.6,19.4
05/05/2010,10:00,74,2.4,28.0,0.7,
05/05/2010,11:00,72,3.4,19.8,0.7,
05/05/2010,12:00,44,3.6,10.6,0.6,
05/05/2010,13:00,46,4.8,8.5,0.7,14.4
05/05/2010,14:00,50,4.6,9.8,0.7,23.8
05/05/2010,15:00,56,4.6,9.0,0.8,28.3
05/05/2010,16:00,60,4.0,9.7,0.7,17.8
05/05/2010,17:00,56,3.4,10.5,0.6,23.2
05/05/2010,18:00,57,3.0,10.6,0.4,21.6
05/05/2010,19:00,68,2.3,12.6,0.5,19.7
05/05/2010,20:00,174,1.4,39.5,0.5,9.8
05/05/2010,21:00,198,1.7,12.3,0.5,14.5
05/05/2010,22:00,200,2.2,8.3,0.5,15.4
05/05/2010,23:00,170,2.0,10.0,0.4,13.2
06/05/2010,00:00,186,2.3,10.7,0.5,11.9
06/05/2010,01:00,181,2.1,11.8,0.4,13.9
06/05/2010,02:00,177,1.6,11.5,0.4,11.4
06/05/2010,03:00,187,1.6,16.4,0.5,11.1
06/05/2010,04:00,198,2.4,8.7,0.8,11.5
06/05/2010,05:00,188,2.2,9.9,0.4,9.5
06/05/2010,06:00,189,2.6,9.1,0.6,13.2
06/05/2010,07:00,193,2.1,10.1,0.5,19.4
06/05/2010,08:00,194,1.4,25.2,0.5,39.8
06/05/2010,09:00,179,2.3,25.1,0.9,25.0
06/05/2010,10:00,137,2.0,34.2,0.9,20.2
06/05/2010,11:00,91,2.7,38.6,1.6,16.7
06/05/2010,12:00,90,4.0,22.2,1.6,14.7
06/05/2010,13:00,85,4.6,17.3,1.1,27.5
06/05/2010,14:00,46,3.8,16.4,0.8,36.6
06/05/2010,15:00,43,5.5,7.6,0.9,37.1
06/05/2010,16:00,53,4.0,10.7,0.8,20.8
06/05/2010,17:00,57,3.6,11.9,0.7,20.7
06/05/2010,18:00,89,3.6,11.7,0.8,
06/05/2010,19:00,97,2.2,17.0,0.7,23.9
06/05/2010,20:00,112,1.4,29.8,0.5,12.3
06/05/2010,21:00,163,1.5,23.0,0.4,7.1
06/05/2010,22:00,155,1.7,13.2,0.6,11.7
06/05/2010,23:00,149,3.0,10.3,0.7,21.6
07/05/2010,00:00,161,2.4,23.7,0.6,15.3
07/05/2010,01:00,194,2.3,8.7,0.4,7.7
07/05/2010,02:00,194,2.2,8.9,0.4,14.3
07/05/2010,03:00,189,2.3,10.0,0.4,17.4
07/05/2010,04:00,188,2.7,8.1,0.4,11.6
07/05/2010,05:00,190,2.5,10.1,0.4,12.8
07/05/2010,06:00,177,2.2,17.8,0.6,21.1
07/05/2010,07:00,160,2.7,12.6,0.7,41.6
07/05/2010,08:00,155,3.6,13.5,1.2,30.3
07/05/2010,09:00,148,3.5,24.8,1.3,20.0
07/05/2010,10:00,134,4.1,20.3,1.2,
07/05/2010,11:00,136,4.7,16.5,1.3,18.5
07/05/2010,12:00,121,3.6,23.3,1.2,26.4
07/05/2010,13:00,96,4.1,20.0,1.3,15.0
07/05/2010,14:00,74,4.8,9.0,0.7,21.7
07/05/2010,15:00,66,5.0,9.5,0.8,25.9
07/05/2010,16:00,73,5.0,7.6,0.8,25.0
07/05/2010,17:00,88,4.7,10.0,0.9,22.0
07/05/2010,18:00,96,4.5,13.9,1.2,24.1
07/05/2010,19:00,125,2.6,24.7,0.9,16.4
07/05/2010,20:00,154,2.9,7.3,0.5,11.5
07/05/2010,21:00,148,2.6,9.6,0.5,17.4
07/05/2010,22:00,140,2.6,15.2,0.7,25.0
07/05/2010,23:00,179,1.8,18.6,0.5,11.4
08/05/2010,00:00,186,2.0,13.1,0.6,19.1
08/05/2010,01:00,174,1.9,20.0,0.7,17.1
08/05/2010,02:00,163,2.6,17.9,0.9,18.1
08/05/2010,03:00,172,2.3,21.1,0.8,14.0
08/05/2010,04:00,181,2.0,19.7,0.6,15.8
08/05/2010,05:00,191,2.5,14.7,0.7,16.2
08/05/2010,06:00,194,2.8,10.3,0.6,18.4
08/05/2010,07:00,196,2.9,10.2,0.5,20.8
08/05/2010,08:00,157,3.3,18.7,1.3,26.2
08/05/2010,09:00,180,3.3,21.8,1.1,27.5
08/05/2010,10:00,154,3.3,16.2,0.9,27.3
08/05/2010,11:00,129,3.4,24.3,1.2,28.5
08/05/2010,12:00,121,4.9,25.9,1.4,26.6
08/05/2010,13:00,88,6.8,7.9,1.3,21.4
08/05/2010,14:00,87,6.9,7.3,1.2,26.4
08/05/2010,15:00,87,6.4,8.1,1.1,24.4
08/05/2010,16:00,86,6.3,8.0,1.1,24.3
08/05/2010,17:00,89,5.7,9.6,1.1,24.3
08/05/2010,18:00,96,4.9,12.3,1.3,25.9
08/05/2010,19:00,111,3.4,21.5,1.3,29.3
08/05/2010,20:00,103,3.6,18.5,1.4,27.4
08/05/2010,21:00,134,3.7,15.7,1.0,24.2
08/05/2010,22:00,146,2.9,24.3,1.4,21.1
08/05/2010,23:00,153,2.4,10.2,0.9,14.0
09/05/2010,00:00,182,1.7,20.1,0.6,11.8
09/05/2010,01:00,186,2.0,19.2,0.7,12.1
09/05/2010,02:00,192,1.5,22.1,0.6,16.4
09/05/2010,03:00,199,2.7,10.9,1.0,
09/05/2010,04:00,194,2.7,11.9,0.6,11.2
09/05/2010,05:00,191,3.3,8.6,0.6,15.3
09/05/2010,06:00,193,2.6,12.3,0.9,11.3
09/05/2010,07:00,194,2.8,10.4,0.7,11.2
09/05/2010,08:00,190,2.9,18.6,1.0,16.4
09/05/2010,09:00,151,3.1,27.5,1.1,23.1
09/05/2010,10:00,130,4.7,18.6,1.5,19.5
09/05/2010,11:00,135,5.8,12.8,1.4,15.8
09/05/2010,12:00,146,4.2,21.5,1.1,10.6
09/05/2010,13:00,119,3.8,23.5,1.3,12.4
09/05/2010,14:00,131,4.0,18.9,1.3,13.8
09/05/2010,15:00,108,4.5,22.6,1.3,18.4
09/05/2010,16:00,87,4.7,11.5,1.1,36.3
09/05/2010,17:00,98,5.3,11.5,1.2,19.1
09/05/2010,18:00,105,4.0,15.0,1.4,21.9
09/05/2010,19:00,136,2.6,12.7,0.6,23.2
09/05/2010,20:00,144,3.2,17.1,0.8,14.7
09/05/2010,21:00,154,2.9,10.3,0.7,12.0
09/05/2010,22:00,158,2.5,16.1,0.9,10.1
09/05/2010,23:00,155,2.8,13.7,0.9,12.0
10/05/2010,00:00,147,5.0,14.1,1.5,7.0
10/05/2010,01:00,158,4.0,17.3,1.4,8.8
10/05/2010,02:00,177,2.3,21.2,0.9,5.5
10/05/2010,03:00,162,3.1,20.6,1.2,8.4
10/05/2010,04:00,187,2.2,19.3,0.8,8.0
10/05/2010,05:00,188,2.1,15.9,0.7,9.3
10/05/2010,06:00,194,2.4,12.1,0.5,12.8
10/05/2010,07:00,190,2.4,13.4,0.6,20.8
10/05/2010,08:00,144,2.8,22.9,0.8,25.1
10/05/2010,09:00,120,4.0,20.3,1.1,27.7
10/05/2010,10:00,109,3.8,22.1,1.2,30.5
10/05/2010,11:00,91,5.1,11.0,1.2,34.6
10/05/2010,12:00,83,5.4,12.6,1.1,28.6
10/05/2010,13:00,78,5.4,10.8,1.0,23.2
10/05/2010,14:00,78,5.3,8.7,0.9,20.5
10/05/2010,15:00,80,4.6,10.8,0.9,26.1
10/05/2010,16:00,76,4.7,8.7,0.7,16.0
10/05/2010,17:00,80,4.3,11.0,0.8,20.2
10/05/2010,18:00,81,4.6,10.0,1.0,18.4
10/05/2010,19:00,97,5.0,10.4,1.2,30.4
10/05/2010,20:00,114,3.0,18.3,1.0,14.8
10/05/2010,21:00,132,3.4,14.6,1.0,9.2
10/05/2010,22:00,134,4.4,10.2,1.0,11.8
10/05/2010,23:00,134,3.2,13.8,1.2,10.8
11/05/2010,00:00,148,2.4,17.7,0.9,9.1
11/05/2010,01:00,160,1.9,19.0,0.6,10.4
11/05/2010,02:00,177,1.3,24.6,0.5,12.6
11/05/2010,03:00,195,1.9,11.2,0.5,22.7
11/05/2010,04:00,195,2.1,8.7,0.4,9.8
11/05/2010,05:00,186,2.3,12.2,0.5,12.7
11/05/2010,06:00,186,2.1,14.5,0.5,15.9
11/05/2010,07:00,183,2.0,17.6,0.6,19.5
11/05/2010,08:00,176,2.4,25.2,0.8,21.1
11/05/2010,09:00,132,2.1,31.3,0.6,21.3
11/05/2010,10:00,127,1.9,31.1,0.8,16.1
11/05/2010,11:00,75,3.1,17.5,1.1,22.7
11/05/2010,12:00,76,3.8,16.6,0.9,21.3
11/05/2010,13:00,79,4.2,11.9,0.7,16.5
11/05/2010,14:00,61,2.9,24.4,0.6,17.1
11/05/2010,15:00,59,4.0,8.9,0.9,22.5
11/05/2010,16:00,65,4.0,13.7,0.8,23.4
11/05/2010,17:00,95,2.7,33.1,1.3,19.0
11/05/2010,18:00,137,2.0,29.0,0.9,22.6
11/05/2010,19:00,121,2.0,21.5,0.7,9.2
11/05/2010,20:00,132,2.1,15.6,0.7,18.5
11/05/2010,21:00,153,1.8,16.6,0.6,12.8
11/05/2010,22:00,155,2.1,9.1,0.4,19.3
11/05/2010,23:00,141,2.6,15.6,0.6,17.9
12/05/2010,00:00,156,2.5,17.8,0.7,9.5
12/05/2010,01:00,162,2.1,16.5,0.8,15.6
12/05/2010,02:00,169,1.7,19.7,0.6,11.4
12/05/2010,03:00,181,2.0,17.8,0.6,11.3
12/05/2010,04:00,170,1.5,23.3,0.4,11.3
12/05/2010,05:00,191,1.8,11.3,0.7,9.0
12/05/2010,06:00,194,1.7,10.7,0.4,18.7
12/05/2010,07:00,188,1.4,11.8,0.5,17.0
12/05/2010,08:00,184,1.9,18.9,0.6,26.1
12/05/2010,09:00,182,2.4,21.8,0.8,21.8
12/05/2010,10:00,152,2.4,30.1,0.9,24.0
12/05/2010,11:00,78,2.6,17.7,0.7,14.4
12/05/2010,12:00,97,3.6,27.9,1.1,7.6
12/05/2010,13:00,99,3.4,35.7,1.8,20.7
12/05/2010,14:00,108,3.1,29.3,1.6,12.4
12/05/2010,15:00,68,3.1,13.8,0.7,20.3
12/05/2010,16:00,59,3.2,13.6,0.5,16.4
12/05/2010,17:00,64,3.9,10.3,0.8,43.6
12/05/2010,18:00,70,3.1,21.4,0.8,20.5
12/05/2010,19:00,130,1.8,20.5,0.5,10.0
12/05/2010,20:00,153,1.6,9.9,0.3,12.0
12/05/2010,21:00,175,1.0,17.9,0.3,11.2
12/05/2010,22:00,151,1.9,17.1,0.6,10.9
12/05/2010,23:00,155,2.2,10.3,0.5,9.7
13/05/2010,00:00,169,1.8,20.3,0.6,12.0
13/05/2010,01:00,183,1.7,17.0,0.5,9.4
13/05/2010,02:00,189,2.2,9.9,0.4,10.6
13/05/2010,03:00,180,2.0,15.1,0.6,7.8
13/05/2010,04:00,177,1.8,16.2,0.6,8.9
13/05/2010,05:00,186,2.5,11.4,0.5,10.5
13/05/2010,06:00,176,1.8,12.2,0.5,14.5
13/05/2010,07:00,172,1.8,19.0,0.5,33.9
13/05/2010,08:00,159,2.2,20.8,1.2,28.3
13/05/2010,09:00,144,3.0,14.3,0.6,21.0
13/05/2010,10:00,110,2.9,25.1,1.0,19.0
13/05/2010,11:00,94,3.6,23.0,1.3,11.5
13/05/2010,12:00,85,4.1,23.2,1.3,15.8
13/05/2010,13:00,74,5.8,8.1,0.9,13.9
13/05/2010,14:00,75,5.7,9.1,0.9,21.8
13/05/2010,15:00,75,6.5,6.7,1.0,30.0
13/05/2010,16:00,73,5.5,9.4,1.0,36.7
13/05/2010,17:00,70,5.4,9.9,1.0,36.2
13/05/2010,18:00,82,4.6,9.3,1.0,21.1
13/05/2010,19:00,93,3.0,12.1,0.9,22.7
13/05/2010,20:00,101,2.1,24.8,0.8,24.2
13/05/2010,21:00,149,1.8,30.1,0.8,24.2
13/05/2010,22:00,152,2.4,10.9,0.5,27.7
13/05/2010,23:00,184,1.5,16.2,0.4,19.3
14/05/2010,00:00,165,1.7,17.3,0.6,17.5
14/05/2010,01:00,178,1.7,19.0,0.6,13.7
14/05/2010,02:00,167,2.0,18.0,0.6,14.9
14/05/2010,03:00,173,1.8,19.1,0.6,14.1
14/05/2010,04:00,192,1.7,13.0,0.6,14.7
14/05/2010,05:00,184,1.8,15.0,0.5,13.5
14/05/2010,06:00,177,1.8,16.5,0.5,15.6
14/05/2010,07:00,186,2.0,18.8,0.7,26.1
14/05/2010,08:00,157,2.8,14.1,0.8,27.2
14/05/2010,09:00,120,2.9,23.2,0.9,14.0
14/05/2010,10:00,90,4.3,13.8,1.1,12.4
14/05/2010,11:00,79,4.8,12.1,0.9,16.8
14/05/2010,12:00,68,4.7,12.1,0.8,15.0
14/05/2010,13:00,57,4.8,8.5,0.7,26.8
14/05/2010,14:00,47,5.3,9.0,0.7,27.0
14/05/2010,15:00,47,4.9,8.9,0.6,18.5
14/05/2010,16:00,48,4.6,8.0,0.6,26.2
14/05/2010,17:00,51,4.0,9.2,0.6,21.3
14/05/2010,18:00,62,3.8,8.0,0.6,20.5
14/05/2010,19:00,91,2.2,34.1,0.9,22.1
14/05/2010,20:00,135,1.3,19.8,0.4,18.7
14/05/2010,21:00,178,1.5,19.4,0.4,11.2
14/05/2010,22:00,152,1.8,13.7,0.4,17.2
14/05/2010,23:00,158,1.6,18.7,0.4,14.1
15/05/2010,00:00,156,1.8,17.3,0.5,10.3
15/05/2010,01:00,157,1.9,25.4,0.6,11.7
15/05/2010,02:00,164,2.1,14.8,0.5,5.4
15/05/2010,03:00,167,2.1,16.8,0.6,10.4
15/05/2010,04:00,168,1.9,17.7,0.5,14.0
15/05/2010,05:00,152,2.4,8.4,0.5,14.6
15/05/2010,06:00,170,1.8,16.7,0.4,16.8
15/05/2010,07:00,189,2.5,10.5,0.7,16.2
15/05/2010,08:00,162,2.2,20.8,0.7,18.0
15/05/2010,09:00,146,2.5,26.4,0.8,17.2
15/05/2010,10:00,94,2.8,22.9,0.9,12.2
15/05/2010,11:00,54,2.7,17.3,0.5,15.9
15/05/2010,12:00,33,3.3,9.2,0.4,13.3
15/05/2010,13:00,31,3.8,7.7,0.6,11.7
15/05/2010,14:00,39,4.8,7.1,0.6,14.4
15/05/2010,15:00,45,5.0,7.4,0.6,19.7
15/05/2010,16:00,55,4.3,10.1,0.8,21.7
15/05/2010,17:00,65,3.2,11.5,0.6,21.3
15/05/2010,18:00,66,2.5,20.4,0.8,15.5
15/05/2010,19:00,100,1.6,17.3,0.4,14.4
15/05/2010,20:00,115,1.6,21.6,0.5,21.0
15/05/2010,21:00,156,1.8,22.3,0.8,10.8
15/05/2010,22:00,176,1.5,17.2,0.4,12.9
15/05/2010,23:00,181,1.6,15.2,0.4,9.9
16/05/2010,00:00,180,1.6,13.7,0.6,13.6
16/05/2010,01:00,184,1.7,12.6,0.4,10.1
16/05/2010,02:00,181,1.6,14.7,0.4,10.8
16/05/2010,03:00,181,2.1,13.2,0.5,12.0
16/05/2010,04:00,177,2.2,10.4,0.5,11.4
16/05/2010,05:00,179,2.4,12.9,0.6,12.2
16/05/2010,06:00,181,1.9,15.6,0.5,14.4
16/05/2010,07:00,156,1.9,20.2,0.7,14.6
16/05/2010,08:00,145,1.8,27.4,0.8,15.6
16/05/2010,09:00,125,3.1,17.3,0.9,19.4
16/05/2010,10:00,95,3.6,17.1,0.9,22.5
16/05/2010,11:00,86,3.8,13.4,0.9,20.3
16/05/2010,12:00,75,4.7,9.1,0.6,16.5
16/05/2010,13:00,83,3.7,10.9,0.9,16.2
16/05/2010,14:00,88,3.5,11.5,0.7,19.4
16/05/2010,15:00,93,3.6,12.0,0.9,20.2
16/05/2010,16:00,90,4.1,11.1,0.9,22.7
16/05/2010,17:00,92,3.9,12.0,1.0,25.6
16/05/2010,18:00,103,3.3,14.6,0.8,22.7
16/05/2010,19:00,98,4.1,13.6,1.1,18.6
16/05/2010,20:00,101,3.6,14.2,1.0,24.5
16/05/2010,21:00,112,3.0,18.2,0.9,24.6
16/05/2010,22:00,134,4.0,11.4,0.9,18.5
16/05/2010,23:00,145,2.8,25.0,0.9,15.3
17/05/2010,00:00,184,2.3,17.6,0.7,
17/05/2010,01:00,189,2.0,14.1,0.6,13.1
17/05/2010,02:00,160,2.0,20.7,0.8,14.9
17/05/2010,03:00,166,1.9,19.9,0.6,15.9
17/05/2010,04:00,194,2.3,13.1,0.6,13.2
17/05/2010,05:00,180,2.3,17.3,0.7,15.0
17/05/2010,06:00,179,2.4,15.5,0.7,17.2
